"StartTime","EndTime","EpisodeId","EventId","State","EventType","InjuriesDirect","InjuriesIndirect","DeathsDirect","DeathsIndirect","DamageProperty","DamageCrops","Source","BeginLocation","EndLocation","BeginLat","BeginLon","EndLat","EndLon","EpisodeNarrative","EventNarrative","StormSummary"
"2007-08-20 07:40:00.0000000","2007-08-20 08:30:00.0000000","9822","55058","MINNESOTA","Flash Flood","0","0","0","0","0","0","Trained Spotter","BIGELOW","WORTHINGTON","43.5","-95.7","43.62","-95.6","Thunderstorms produced heavy rain, which caused flash flooding, in Nobles and Jackson Counties in southwest Minnesota during the morning of August 20th. The flash flooding affected roads in both rural and urban areas.","Heavy rainfall of 3 to 5 inches in a short time caused flash flooding of streets in the towns of Bigelow and Worthington, as well as flooding of rural roads and fields. Streets in downtown Worthington were especially affected.","{""TotalDamages"":0,""StartTime"":""2007-08-20T07:40:00.0000000Z"",""EndTime"":""2007-08-20T08:30:00.0000000Z"",""Details"":{""Description"":""Heavy rainfall of 3 to 5 inches in a short time caused flash flooding of streets in the towns of Bigelow and Worthington, as well as flooding of rural roads and fields. Streets in downtown Worthington were especially affected."",""Location"":""MINNESOTA""}}"
"2007-11-28 00:51:00.0000000","2007-11-28 09:57:00.0000000","11606","63794","HAWAII","Heavy Rain","0","0","0","0","0","0","Official NWS Observations","WAIANAE","WAIMANALO","21.45","-158.18","21.35","-157.72","An upper trough moving from the northwest to southeast over the Hawaiian Islands helped generate heavy rain, thunderstorms, and showers.  Some of the rainfall caused flash flooding on the island of Kauai and on the Big Island of Hawaii.  Damage estimates were not available.  There were no serious injuries reported.","","{""TotalDamages"":0,""StartTime"":""2007-11-28T00:51:00.0000000Z"",""EndTime"":""2007-11-28T09:57:00.0000000Z"",""Details"":{""Description"":"""",""Location"":""HAWAII""}}"
"2007-12-15 10:00:00.0000000","2007-12-15 15:00:00.0000000","11895","65285","KENTUCKY","Flood","0","0","0","0","0","0","NWS Employee","WEST PADUCAH","WEST PADUCAH","37.0909","-88.7433","37.0857","-88.7438","Persistent widespread moderate rain produced one to three inches over a ten-hour period. This rainfall occurred over ground that was very moist due to rainfall earlier in the month. Since the ground was unable to absorb much water, the rainfall either pooled in low-lying areas or ran off quickly into streams and creeks. The rain occurred ahead of a warm front that extended northeast from low pressure over Louisiana.","Massac Creek was out of its banks near Highway 305. Highway 1565 was flooded at the 5 mile marker.","{""TotalDamages"":0,""StartTime"":""2007-12-15T10:00:00.0000000Z"",""EndTime"":""2007-12-15T15:00:00.0000000Z"",""Details"":{""Description"":""Massac Creek was out of its banks near Highway 305. Highway 1565 was flooded at the 5 mile marker."",""Location"":""KENTUCKY""}}"
"2007-12-20 11:10:00.0000000","2007-12-20 11:15:00.0000000","12486","68457","MISSISSIPPI","Thunderstorm Wind","0","0","0","0","15000","0","Emergency Manager","STATE LINE","STATE LINE","31.43","-88.48","31.43","-88.48","A thunderstorm squall line moved across southeast Mississippi damaging trees and power lines.","","{""TotalDamages"":15000,""StartTime"":""2007-12-20T11:10:00.0000000Z"",""EndTime"":""2007-12-20T11:15:00.0000000Z"",""Details"":{""Description"":"""",""Location"":""MISSISSIPPI""}}"
"2007-12-20 13:45:00.0000000","2007-12-20 13:47:00.0000000","11555","68458","ALABAMA","Hail","0","0","0","0","0","0","Emergency Manager","PETERMAN","PETERMAN","31.5945","-87.27","31.5945","-87.27","A thunderstorm squall line moved across southwest Alabama blowing down trees and power lines.","","{""TotalDamages"":0,""StartTime"":""2007-12-20T13:45:00.0000000Z"",""EndTime"":""2007-12-20T13:47:00.0000000Z"",""Details"":{""Description"":"""",""Location"":""ALABAMA""}}"
"2007-12-19 23:25:00.0000000","2007-12-19 23:25:00.0000000","12884","71078","TEXAS","Hail","0","0","0","0","0","0","Law Enforcement","SAN AUGUSTINE","SAN AUGUSTINE","31.53","-94.08","31.53","-94.08","A warm front moved northward during the day of  12/19 and became stationary near the Arkansas/Louisiana border.  An upper level storm system approached the region from the southern plains and provided the dynamics needed for scattered to numerous showers and thunderstorms to form across all of northeast Texas, southeast Oklahoma, southwest Arkansas and northwest Louisiana.  During the late evening hours of 12/19...the storms initially were elevated in nature...producing large hail.  Towards the overnight and predawn hours of 12/20...the storms across deep east Texas and west central Louisiana became more surface based producing strong and damaging wind gusts.","Hail fell on state highway 21.","{""TotalDamages"":0,""StartTime"":""2007-12-19T23:25:00.0000000Z"",""EndTime"":""2007-12-19T23:25:00.0000000Z"",""Details"":{""Description"":""Hail fell on state highway 21."",""Location"":""TEXAS""}}"
"2007-12-21 07:45:00.0000000","2007-12-21 10:00:00.0000000","11824","64898","GEORGIA","Flash Flood","0","0","0","0","0","0","Emergency Manager","GARDEN CITY","GARDEN CITY","32.1325","-81.1743","32.128","-81.1727","Low pressure developed off the coast of South Carolina and Georgia as a potent upper level disturbance moved across the region. Moderate to heavy rains fell across the area, bringing much needed rainfall to some drought stricken areas. The pressure gradient between the area of low pressure and a wedge of high pressure across the piedmont of South Carolina and Georgia, associated with strong cold air damming, produced strong winds along the coast.","Aviation Court was reported to be flooded by the Chatham County Emergency Manager.","{""TotalDamages"":0,""StartTime"":""2007-12-21T07:45:00.0000000Z"",""EndTime"":""2007-12-21T10:00:00.0000000Z"",""Details"":{""Description"":""Aviation Court was reported to be flooded by the Chatham County Emergency Manager."",""Location"":""GEORGIA""}}"
"2007-12-16 05:00:00.0000000","2007-12-24 15:00:00.0000000","11892","65275","INDIANA","Flood","0","0","0","0","0","0","Official NWS Observations","MT VERNON","MT VERNON","37.93","-87.9","37.922","-87.8961","Minor flooding of the Ohio River occurred along parts of the Indiana side. The flooding was the result of a series of low pressure systems during the early and middle part of the month. The heaviest rain occurred on the 15th.","At Mount Vernon, the Ohio River crested at 39.10 feet on the 20th. Flood stage there is 35 feet. Minor flooding of bottomlands and fields occurred.","{""TotalDamages"":0,""StartTime"":""2007-12-16T05:00:00.0000000Z"",""EndTime"":""2007-12-24T15:00:00.0000000Z"",""Details"":{""Description"":""At Mount Vernon, the Ohio River crested at 39.10 feet on the 20th. Flood stage there is 35 feet. Minor flooding of bottomlands and fields occurred."",""Location"":""INDIANA""}}"
"2007-12-16 06:00:00.0000000","2007-12-25 18:00:00.0000000","11891","65273","ILLINOIS","Flood","0","0","0","0","0","0","Official NWS Observations","SHAWNEETOWN","SHAWNEETOWN","37.7","-88.13","37.7083","-88.109","Minor flooding of the Ohio River occurred near Shawneetown. The flooding was the result of a series of low pressure systems during the early and middle part of the month. The heaviest rain occurred on the 15th.","At Shawneetown, the Ohio River crested at 38.21 feet on December 21. Flood stage there is 33 feet. Bottomland and low-lying fields were flooded.","{""TotalDamages"":0,""StartTime"":""2007-12-16T06:00:00.0000000Z"",""EndTime"":""2007-12-25T18:00:00.0000000Z"",""Details"":{""Description"":""At Shawneetown, the Ohio River crested at 38.21 feet on December 21. Flood stage there is 33 feet. Bottomland and low-lying fields were flooded."",""Location"":""ILLINOIS""}}"
"2007-12-23 01:44:00.0000000","2007-12-23 01:44:00.0000000","12682","69670","ILLINOIS","Thunderstorm Wind","0","0","0","0","2000","0","Trained Spotter","HERSCHER","HERSCHER","41.05","-88.1192","41.05","-88.1192","A thin but powerful line of convection moved across northern Illinois during the early morning hours of December 23rd.  Despite only a few bolts of lightning, these storms produced widespread wind damage across many areas with wind gusts as high as 70 mph.","Utility poles were blown down.","{""TotalDamages"":2000,""StartTime"":""2007-12-23T01:44:00.0000000Z"",""EndTime"":""2007-12-23T01:44:00.0000000Z"",""Details"":{""Description"":""Utility poles were blown down."",""Location"":""ILLINOIS""}}"
"2007-12-23 02:10:00.0000000","2007-12-23 02:10:00.0000000","12682","69671","ILLINOIS","Thunderstorm Wind","0","0","0","0","0","0","Law Enforcement","WORTH","WORTH","41.68","-87.8","41.68","-87.8","A thin but powerful line of convection moved across northern Illinois during the early morning hours of December 23rd.  Despite only a few bolts of lightning, these storms produced widespread wind damage across many areas with wind gusts as high as 70 mph.","Trees were blown down at 117th Street and Ridgeland.","{""TotalDamages"":0,""StartTime"":""2007-12-23T02:10:00.0000000Z"",""EndTime"":""2007-12-23T02:10:00.0000000Z"",""Details"":{""Description"":""Trees were blown down at 117th Street and Ridgeland."",""Location"":""ILLINOIS""}}"
"2007-12-22 17:45:00.0000000","2007-12-22 17:45:00.0000000","12752","70142","LOUISIANA","Thunderstorm Wind","0","0","0","0","1000","0","Law Enforcement","FELPS","FELPS","30.97","-90.8356","30.97","-90.8356","Isolated strong to severe thunderstorms affected southeast Louisiana during the late afternoon and early evening hours as a strong upper level disturbance moved across the lower Mississipppi Valley and pushed a cold front into the area.","Thunderstorm winds knocked down five trees near the Woodland area.","{""TotalDamages"":1000,""StartTime"":""2007-12-22T17:45:00.0000000Z"",""EndTime"":""2007-12-22T17:45:00.0000000Z"",""Details"":{""Description"":""Thunderstorm winds knocked down five trees near the Woodland area."",""Location"":""LOUISIANA""}}"
"2007-12-22 18:14:00.0000000","2007-12-22 18:14:00.0000000","12752","70143","LOUISIANA","Thunderstorm Wind","0","0","0","0","1000","0","Law Enforcement","DENHAM SPGS","DENHAM SPGS","30.48","-90.95","30.48","-90.95","Isolated strong to severe thunderstorms affected southeast Louisiana during the late afternoon and early evening hours as a strong upper level disturbance moved across the lower Mississipppi Valley and pushed a cold front into the area.","Thunderstorm winds knocked down power lines.","{""TotalDamages"":1000,""StartTime"":""2007-12-22T18:14:00.0000000Z"",""EndTime"":""2007-12-22T18:14:00.0000000Z"",""Details"":{""Description"":""Thunderstorm winds knocked down power lines."",""Location"":""LOUISIANA""}}"
"2007-08-25 16:27:00.0000000","2007-08-25 16:27:00.0000000","10441","58104","NORTH CAROLINA","Thunderstorm Wind","0","0","0","0","100000","0","County Official","MARION","MARION","35.7201","-82.0404","35.7201","-82.0404","Scattered severe storms affected western North Carolina during the late afternoon and evening hours.","Trees were blown down on camper trailers on the west side of Lake James. Twenty-two trailers were damaged. One family was briefly trapped inside of a camper. Power lines were also blown down.","{""TotalDamages"":100000,""StartTime"":""2007-08-25T16:27:00.0000000Z"",""EndTime"":""2007-08-25T16:27:00.0000000Z"",""Details"":{""Description"":""Trees were blown down on camper trailers on the west side of Lake James. Twenty-two trailers were damaged. One family was briefly trapped inside of a camper. Power lines were also blown down."",""Location"":""NORTH CAROLINA""}}"
"2007-08-25 16:30:00.0000000","2007-08-25 16:30:00.0000000","10440","58105","SOUTH CAROLINA","Thunderstorm Wind","0","0","0","0","0","0","County Official","MAYO","MAYO","35.0934","-81.8768","35.13","-81.9","A few severe storms affected Upstate South Carolina during the late afternoon and evening hours.","A large tree was blown down on Buck Creek Rd and a power pole and lines were blown down on Paris Bridge Rd.","{""TotalDamages"":0,""StartTime"":""2007-08-25T16:30:00.0000000Z"",""EndTime"":""2007-08-25T16:30:00.0000000Z"",""Details"":{""Description"":""A large tree was blown down on Buck Creek Rd and a power pole and lines were blown down on Paris Bridge Rd."",""Location"":""SOUTH CAROLINA""}}"
"2007-08-15 20:51:00.0000000","2007-08-15 20:52:00.0000000","10389","57781","INDIANA","Hail","0","0","0","0","0","0","Trained Spotter","NORTH JUDSON","NORTH JUDSON","41.22","-86.78","41.22","-86.78","A strong low level jet, remnants of a morning complex of storms from Iowa, and increasing instability all combined to create favorable conditions for damaging winds and isolated supercells. One supercell in particular had a storm motion towards the southeast when the line it was associated with moved mainly eastward. This supercell did produce a tornado in Marshall county.","","{""TotalDamages"":0,""StartTime"":""2007-08-15T20:51:00.0000000Z"",""EndTime"":""2007-08-15T20:52:00.0000000Z"",""Details"":{""Description"":"""",""Location"":""INDIANA""}}"
"2007-02-24 15:00:00.0000000","2007-02-24 15:00:00.0000000","2315","11376","LOUISIANA","Thunderstorm Wind","0","0","0","0","0","0","Law Enforcement","MINDEN","MINDEN","32.62","-93.28","32.62","-93.28","A vigorous upper level storm system moved into the southern plains and lower mississippi valley during the morning and afternoon hours of the 24th. The atmosphere became very unstable ahead of this system as a dryline moved into northwest and north central Louisiana during the late morning and afternoon hours. Severe thunderstorms developed rapidly in the ustable airmass and enough shear was present such that severe thunderstorms and tornadoes developed across portions of northern Louisiana.","Trees were downed near the Minden Airport.","{""TotalDamages"":0,""StartTime"":""2007-02-24T15:00:00.0000000Z"",""EndTime"":""2007-02-24T15:00:00.0000000Z"",""Details"":{""Description"":""Trees were downed near the Minden Airport."",""Location"":""LOUISIANA""}}"
"2007-08-24 18:05:00.0000000","2007-08-24 18:05:00.0000000","8266","47489","INDIANA","Thunderstorm Wind","0","0","0","0","0","0","Law Enforcement","PRAIRIE CREEK","PRAIRIE CREEK","39.28","-87.5","39.28","-87.5","Severe storms containing damaging thunderstorm winds and heavy rain moved through central Indiana on the evening of August 24, 2007.  In addition, lightning struck Noblesville High School.","Tree limbs were down in Prairie Creek due to damaging thunderstorm winds.","{""TotalDamages"":0,""StartTime"":""2007-08-24T18:05:00.0000000Z"",""EndTime"":""2007-08-24T18:05:00.0000000Z"",""Details"":{""Description"":""Tree limbs were down in Prairie Creek due to damaging thunderstorm winds."",""Location"":""INDIANA""}}"
"2007-08-24 18:20:00.0000000","2007-08-24 18:20:00.0000000","8266","47492","INDIANA","Thunderstorm Wind","0","0","0","0","0","0","Department of Highways","CARPENTERSVILLE","CARPENTERSVILLE","39.8","-86.8","39.8","-86.8","Severe storms containing damaging thunderstorm winds and heavy rain moved through central Indiana on the evening of August 24, 2007.  In addition, lightning struck Noblesville High School.","Trees were reported down at County Road 1000 N near County Road 250 E near  Carpentersville. Trees were also tree down at County Road 950 S and County Road 500 W.","{""TotalDamages"":0,""StartTime"":""2007-08-24T18:20:00.0000000Z"",""EndTime"":""2007-08-24T18:20:00.0000000Z"",""Details"":{""Description"":""Trees were reported down at County Road 1000 N near County Road 250 E near  Carpentersville. Trees were also tree down at County Road 950 S and County Road 500 W."",""Location"":""INDIANA""}}"
"2007-11-30 23:33:00.0000000","2007-11-30 23:59:00.0000000","11278","62055","ARIZONA","Flash Flood","0","0","0","0","0","0","Newspaper","LAS GUIJAS","LAS GUIJAS","31.81","-111.42","31.8262","-111.4364","An upper level low stalled west of Baja for several days bringing northward ample subtropical moisture. On November 30th the upper low pushed east toward Arizona brining heavy rainfall and strong winds.","Twenty illegal entrants were rescued after being trapped by floodwaters on an embankment 20 miles south of Three Points. In addition, the area near milepost 25 on Arizona 286 became impassable.","{""TotalDamages"":0,""StartTime"":""2007-11-30T23:33:00.0000000Z"",""EndTime"":""2007-11-30T23:59:00.0000000Z"",""Details"":{""Description"":""Twenty illegal entrants were rescued after being trapped by floodwaters on an embankment 20 miles south of Three Points. In addition, the area near milepost 25 on Arizona 286 became impassable."",""Location"":""ARIZONA""}}"
"2007-11-30 23:33:00.0000000","2007-11-30 23:59:00.0000000","11278","62056","ARIZONA","Flash Flood","0","0","0","0","0","0","Newspaper","SUMMERHAVEN","SUMMERHAVEN","32.45","-110.77","32.4355","-110.7641","An upper level low stalled west of Baja for several days bringing northward ample subtropical moisture. On November 30th the upper low pushed east toward Arizona brining heavy rainfall and strong winds.","The Catalina highway experienced flooding due to heavy rainfall causing rock slides along the road.","{""TotalDamages"":0,""StartTime"":""2007-11-30T23:33:00.0000000Z"",""EndTime"":""2007-11-30T23:59:00.0000000Z"",""Details"":{""Description"":""The Catalina highway experienced flooding due to heavy rainfall causing rock slides along the road."",""Location"":""ARIZONA""}}"
"2007-08-21 16:50:00.0000000","2007-08-21 16:50:00.0000000","7567","43457","NEBRASKA","Hail","0","0","0","0","0","0","Trained Spotter","MC COOK","MC COOK","40.0569","-100.4328","40.0569","-100.4328","Severe thunderstorms produced large hail and heavy rainfall across much of  NE Colorado, NW Kansas and SW Nebraska.  Hail up to tennis ball size cracked the windshield of a NWS co-op observer's car in Kit Carson county.","","{""TotalDamages"":0,""StartTime"":""2007-08-21T16:50:00.0000000Z"",""EndTime"":""2007-08-21T16:50:00.0000000Z"",""Details"":{""Description"":"""",""Location"":""NEBRASKA""}}"
"2007-08-21 21:05:00.0000000","2007-08-21 21:05:00.0000000","10007","55739","IOWA","Hail","0","0","0","0","0","0","Law Enforcement","WASHTA","WASHTA","42.57","-95.72","42.57","-95.72","Thunderstorms produced large hail at a few locations in northwest Iowa during the evening of August 21st. The thunderstorms also produced heavy rain, which caused flash flooding in Cherokee County.","","{""TotalDamages"":0,""StartTime"":""2007-08-21T21:05:00.0000000Z"",""EndTime"":""2007-08-21T21:05:00.0000000Z"",""Details"":{""Description"":"""",""Location"":""IOWA""}}"
"2007-08-21 23:50:00.0000000","2007-08-21 23:50:00.0000000","10007","55740","IOWA","Hail","0","0","0","0","0","0","Trained Spotter","WEBB","WEBB","42.95","-95","42.95","-95","Thunderstorms produced large hail at a few locations in northwest Iowa during the evening of August 21st. The thunderstorms also produced heavy rain, which caused flash flooding in Cherokee County.","","{""TotalDamages"":0,""StartTime"":""2007-08-21T23:50:00.0000000Z"",""EndTime"":""2007-08-21T23:50:00.0000000Z"",""Details"":{""Description"":"""",""Location"":""IOWA""}}"
"2007-08-22 07:20:00.0000000","2007-08-22 07:20:00.0000000","10009","55741","NEBRASKA","Hail","0","0","0","0","0","0","Public","HOMER","HOMER","42.2791","-96.4247","42.2791","-96.4247","A thunderstorm produced large hail and flash flood producing heavy rain in and near Homer in Dakota County, Nebraska, during the morning of August 22nd.","","{""TotalDamages"":0,""StartTime"":""2007-08-22T07:20:00.0000000Z"",""EndTime"":""2007-08-22T07:20:00.0000000Z"",""Details"":{""Description"":"""",""Location"":""NEBRASKA""}}"
"2007-08-22 09:15:00.0000000","2007-08-22 11:45:00.0000000","10009","55742","NEBRASKA","Flash Flood","0","0","0","0","0","0","Public","HOMER","HOMER","42.32","-96.48","42.32","-96.4996","A thunderstorm produced large hail and flash flood producing heavy rain in and near Homer in Dakota County, Nebraska, during the morning of August 22nd.","Heavy rain produced flooding of roads in and near the town of Homer. Acces to some businesses was blocked.","{""TotalDamages"":0,""StartTime"":""2007-08-22T09:15:00.0000000Z"",""EndTime"":""2007-08-22T11:45:00.0000000Z"",""Details"":{""Description"":""Heavy rain produced flooding of roads in and near the town of Homer. Acces to some businesses was blocked."",""Location"":""NEBRASKA""}}"
"2007-08-22 07:24:00.0000000","2007-08-22 07:24:00.0000000","10010","55743","IOWA","Hail","0","0","0","0","0","0","Trained Spotter","SERGEANT BLUFF","SERGEANT BLUFF","42.4","-96.35","42.4","-96.35","Thunderstorms produced large hail and flash flood producing heavy rain from near Sioux City to Storm Lake in northwest Iowa during the morning of August 22nd.","","{""TotalDamages"":0,""StartTime"":""2007-08-22T07:24:00.0000000Z"",""EndTime"":""2007-08-22T07:24:00.0000000Z"",""Details"":{""Description"":"""",""Location"":""IOWA""}}"
"2007-12-22 18:28:00.0000000","2007-12-22 18:28:00.0000000","12752","70144","LOUISIANA","Thunderstorm Wind","0","0","0","0","250","0","Law Enforcement","GREENSBURG","GREENSBURG","30.82","-90.67","30.82","-90.67","Isolated strong to severe thunderstorms affected southeast Louisiana during the late afternoon and early evening hours as a strong upper level disturbance moved across the lower Mississipppi Valley and pushed a cold front into the area.","A tree was blown down on Guy Road.","{""TotalDamages"":250,""StartTime"":""2007-12-22T18:28:00.0000000Z"",""EndTime"":""2007-12-22T18:28:00.0000000Z"",""Details"":{""Description"":""A tree was blown down on Guy Road."",""Location"":""LOUISIANA""}}"
"2007-12-22 18:57:00.0000000","2007-12-22 18:57:00.0000000","12752","70145","LOUISIANA","Thunderstorm Wind","0","0","0","0","2000","0","Law Enforcement","DENHAM SPGS","DENHAM SPGS","30.48","-90.95","30.48","-90.95","Isolated strong to severe thunderstorms affected southeast Louisiana during the late afternoon and early evening hours as a strong upper level disturbance moved across the lower Mississipppi Valley and pushed a cold front into the area.","Numerous trees were blown down across the western half of the parish.","{""TotalDamages"":2000,""StartTime"":""2007-12-22T18:57:00.0000000Z"",""EndTime"":""2007-12-22T18:57:00.0000000Z"",""Details"":{""Description"":""Numerous trees were blown down across the western half of the parish."",""Location"":""LOUISIANA""}}"
"2007-12-22 20:27:00.0000000","2007-12-22 20:27:00.0000000","12752","70146","LOUISIANA","Funnel Cloud","0","0","0","0","0","0","Public","HOUMA","HOUMA","29.6","-90.72","29.6","-90.72","Isolated strong to severe thunderstorms affected southeast Louisiana during the late afternoon and early evening hours as a strong upper level disturbance moved across the lower Mississipppi Valley and pushed a cold front into the area.","A motorist observed a funnel cloud.","{""TotalDamages"":0,""StartTime"":""2007-12-22T20:27:00.0000000Z"",""EndTime"":""2007-12-22T20:27:00.0000000Z"",""Details"":{""Description"":""A motorist observed a funnel cloud."",""Location"":""LOUISIANA""}}"
"2007-12-20 00:20:00.0000000","2007-12-20 00:20:00.0000000","12886","71082","OKLAHOMA","Hail","0","0","0","0","0","0","Law Enforcement","HOLLY CREEK","HOLLY CREEK","33.97","-94.8","33.97","-94.8","A warm front moved northward during the day of  12/19 and became stationary near the Arkansas/Louisiana border.  An upper level storm system approached the region from the southern plains and provided the dynamics needed for scattered to numerous showers and thunderstorms to form across all of northeast Texas, southeast Oklahoma, southwest Arkansas and northwest Louisiana.  During the late evening hours of 12/19...the storms initially were elevated in nature...producing large hail.  Towards the overnight and predawn hours of 12/20...the storms across deep east Texas...southeast Oklahoma and west central Louisiana became more surface based producing strong and damaging wind gusts along with large hail.","Penny size hail fell on the southwest side of Broken Bow, Oklahoma.","{""TotalDamages"":0,""StartTime"":""2007-12-20T00:20:00.0000000Z"",""EndTime"":""2007-12-20T00:20:00.0000000Z"",""Details"":{""Description"":""Penny size hail fell on the southwest side of Broken Bow, Oklahoma."",""Location"":""OKLAHOMA""}}"
"2007-08-24 18:30:00.0000000","2007-08-24 18:30:00.0000000","8266","47495","INDIANA","Thunderstorm Wind","0","0","0","0","0","0","Law Enforcement","STAUNTON","STAUNTON","39.48","-87.18","39.48","-87.18","Severe storms containing damaging thunderstorm winds and heavy rain moved through central Indiana on the evening of August 24, 2007.  In addition, lightning struck Noblesville High School.","Trees were reported down in Staunton due to damaging thunderstorm winds.","{""TotalDamages"":0,""StartTime"":""2007-08-24T18:30:00.0000000Z"",""EndTime"":""2007-08-24T18:30:00.0000000Z"",""Details"":{""Description"":""Trees were reported down in Staunton due to damaging thunderstorm winds."",""Location"":""INDIANA""}}"
"2007-08-24 17:55:00.0000000","2007-08-24 17:55:00.0000000","8266","47500","INDIANA","Thunderstorm Wind","0","0","0","0","1000","0","Law Enforcement","LYFORD","LYFORD","39.65","-87.37","39.65","-87.37","Severe storms containing damaging thunderstorm winds and heavy rain moved through central Indiana on the evening of August 24, 2007.  In addition, lightning struck Noblesville High School.","Tree limbs and power lines were down in Lyford due to damaging thunderstorm winds.","{""TotalDamages"":1000,""StartTime"":""2007-08-24T17:55:00.0000000Z"",""EndTime"":""2007-08-24T17:55:00.0000000Z"",""Details"":{""Description"":""Tree limbs and power lines were down in Lyford due to damaging thunderstorm winds."",""Location"":""INDIANA""}}"
"2007-08-24 18:05:00.0000000","2007-08-24 18:05:00.0000000","8266","47502","INDIANA","Thunderstorm Wind","0","0","0","0","1000","0","Law Enforcement","PRAIRIE CREEK","PRAIRIE CREEK","39.28","-87.4627","39.28","-87.4627","Severe storms containing damaging thunderstorm winds and heavy rain moved through central Indiana on the evening of August 24, 2007.  In addition, lightning struck Noblesville High School.","Trees and power lines were down due to damaging thunderstorm winds.","{""TotalDamages"":1000,""StartTime"":""2007-08-24T18:05:00.0000000Z"",""EndTime"":""2007-08-24T18:05:00.0000000Z"",""Details"":{""Description"":""Trees and power lines were down due to damaging thunderstorm winds."",""Location"":""INDIANA""}}"
"2007-08-03 23:02:00.0000000","2007-08-03 23:02:00.0000000","6583","38317","PENNSYLVANIA","Hail","0","0","0","0","0","0","Public","MUNCY","MUNCY","41.2","-76.79","41.2","-76.79","A weak cold front encountered a very warm and unstable atmosphere which resulted in scattered severe pulse-type storms.","Public reported nickel sized hail in Muncy.","{""TotalDamages"":0,""StartTime"":""2007-08-03T23:02:00.0000000Z"",""EndTime"":""2007-08-03T23:02:00.0000000Z"",""Details"":{""Description"":""Public reported nickel sized hail in Muncy."",""Location"":""PENNSYLVANIA""}}"
"2007-08-03 14:46:00.0000000","2007-08-03 14:46:00.0000000","6583","38318","PENNSYLVANIA","Thunderstorm Wind","0","0","0","0","0","0","County Official","JACKSON SUMMIT","JACKSON SUMMIT","41.94","-77","41.94","-77","A weak cold front encountered a very warm and unstable atmosphere which resulted in scattered severe pulse-type storms.","Tioga county 911 center reported trees down along Route 328 in Jackson Township.","{""TotalDamages"":0,""StartTime"":""2007-08-03T14:46:00.0000000Z"",""EndTime"":""2007-08-03T14:46:00.0000000Z"",""Details"":{""Description"":""Tioga county 911 center reported trees down along Route 328 in Jackson Township."",""Location"":""PENNSYLVANIA""}}"
"2007-08-03 15:50:00.0000000","2007-08-03 15:50:00.0000000","6583","38319","PENNSYLVANIA","Thunderstorm Wind","0","0","0","0","0","0","Trained Spotter","MUNCY","MUNCY","41.2","-76.79","41.2","-76.79","A weak cold front encountered a very warm and unstable atmosphere which resulted in scattered severe pulse-type storms.","Trained spotter reported trees down in Clinton Township on Route 405 between Muncy and Montgomery.","{""TotalDamages"":0,""StartTime"":""2007-08-03T15:50:00.0000000Z"",""EndTime"":""2007-08-03T15:50:00.0000000Z"",""Details"":{""Description"":""Trained spotter reported trees down in Clinton Township on Route 405 between Muncy and Montgomery."",""Location"":""PENNSYLVANIA""}}"
"2007-08-01 20:45:00.0000000","2007-08-01 22:30:00.0000000","6780","39185","WYOMING","Flash Flood","0","0","0","0","0","0","Law Enforcement","ROCK RIVER","ROCK RIVER","41.7878","-105.98","41.7878","-105.98","Heavy rain flooded a portion of U.S. highway 30/287 near Rock River, WY.","Water up to 8 inches deep flowing across highway.","{""TotalDamages"":0,""StartTime"":""2007-08-01T20:45:00.0000000Z"",""EndTime"":""2007-08-01T22:30:00.0000000Z"",""Details"":{""Description"":""Water up to 8 inches deep flowing across highway."",""Location"":""WYOMING""}}"
"2007-08-08 17:31:00.0000000","2007-08-08 17:31:00.0000000","6726","39803","NEBRASKA","Thunderstorm Wind","0","0","0","0","0","0","Law Enforcement","HUMBOLDT","HUMBOLDT","40.17","-95.93","40.17","-95.93","For the second day in a row a stationary front extended across extreme southeast Nebraska and southwest Iowa during the afternoon of August 8th.  Conditions along and south of the boundary were very unstable with temperatures well into the 90s and dew point temperatures in the mid and upper 70s.  Scattered thunderstorms...a few severe with heavy rain...developed along the boundary during the late afternoon hours.","Numerous tree limbs were downed, including one 12 inches in diameter, due to thunderstorm wind gusts in Humboldt.","{""TotalDamages"":0,""StartTime"":""2007-08-08T17:31:00.0000000Z"",""EndTime"":""2007-08-08T17:31:00.0000000Z"",""Details"":{""Description"":""Numerous tree limbs were downed, including one 12 inches in diameter, due to thunderstorm wind gusts in Humboldt."",""Location"":""NEBRASKA""}}"
"2007-08-10 18:50:00.0000000","2007-08-10 18:50:00.0000000","6981","40863","MONTANA","Hail","0","0","0","0","0","0","Public","OPHEIM","OPHEIM","48.7777","-106.4","48.7777","-106.4","A vigorous upper level storm system and strong cold front produced a widespread severe weather outbreak in northeastern Montana.  The majority of the events were high wind, a few reports of large hail, and two tornadoes.","","{""TotalDamages"":0,""StartTime"":""2007-08-10T18:50:00.0000000Z"",""EndTime"":""2007-08-10T18:50:00.0000000Z"",""Details"":{""Description"":"""",""Location"":""MONTANA""}}"
